name,scores_overall,rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,year
Roskilde University,29.8–33.9,9580,19.5,1173,32.1,382,41.7,994,43.6,640,59.8,484,"6,100",15.8,16%,64 : 36,2023
Saint Petersburg State University,29.8–33.9,9590,46.3,143,39.7,244,11.9,1626,39.7,1013,45.7,783,"24,335",9.1,19%,61 : 39,2023
University of Salamanca,29.8–33.9,9600,26.9,656,20.8,714,38.4,1060,39.4,1056,55.5,565,"27,920",16.9,18%,62 : 38,2023
University of Salento,29.8–33.9,9610,26.1,690,19.3,780,53.2,791,39.8,997,29.6,1285,"13,608",22.6,1%,62 : 38,2023
University of Salford,29.8–33.9,9620,18.0,1347,14.9,1034,46.1,923,38.0,1305,74.3,282,"18,220",18.7,20%,55 : 45,2023
University of Science and Technology Beijing,29.8–33.9,9630,27.4,629,29.8,429,41.0,1008,59.5,276,22.3,1597,"28,432",16.1,4%,36 : 64,2023
Sechenov University,29.8–33.9,9640,27.3,636,15.7,980,38.8,1045,42.7,708,56.7,539,"16,366",8.1,24%,70 : 30,2023
University of La Serena,29.8–33.9,9650,12.7,1792,9.3,1611,65.6,562,36.9,1785,48.0,719,"7,643",25.5,1%,52 : 48,2023
Shahid Beheshti University,29.8–33.9,9660,27.1,648,27.4,492,36.2,1086,56.3,302,23.7,1534,"19,695",23.4,1%,50 : 50,2023
Shantou University,29.8–33.9,9670,19.4,1183,15.5,992,53.7,785,40.6,885,33.9,1136,"14,119",12.2,1%,45 : 55,2023
Sheffield Hallam University,29.8–33.9,9680,18.7,1252,14.3,1087,60.8,651,37.1,1626,57.3,525,"25,650",17.2,13%,55 : 45,2023
Shiraz University,29.8–33.9,9690,28.3,594,24.4,576,37.1,1076,49.5,420,24.8,1482,"14,552",20.2,1%,53 : 47,2023
Shiraz University of Medical Sciences,29.8–33.9,9700,34.7,362,11.0,1398,52.2,812,37.0,1702,21.3,1643,"10,228",10.4,3%,57 : 43,2023
University of Siegen,29.8–33.9,9710,21.8,974,27.3,495,41.4,1000,40.6,886,52.3,619,"12,633",26.4,12%,56 : 44,2023
University of South Bohemia in České Budějovice,29.8–33.9,9720,19.4,1185,17.1,886,46.9,910,36.9,1790,51.2,647,"8,763",13.8,7%,69 : 31,2023
South China Normal University,29.8–33.9,9730,21.1,1032,19.2,788,51.7,821,53.4,347,32.9,1169,"30,041",16.4,3%,0,2023
Southern Illinois University Carbondale,29.8–33.9,9740,35.2,338,23.9,595,35.2,1108,47.1,488,33.9,1137,"10,130",13.8,7%,50 : 50,2023
South Ural State University,29.8–33.9,9750,17.0,1494,13.3,1169,64.9,574,41.6,794,41.6,917,"19,373",14.4,10%,39 : 61,2023
Suez Canal University,29.8–33.9,9760,18.1,1335,8.2,1761,64.4,584,39.1,1101,47.5,732,"38,962",11.4,1%,58 : 42,2023
Sunway University,29.8–33.9,9770,20.4,1094,12.0,1290,58.0,704,37.6,1408,73.2,296,"4,638",8.6,15%,53 : 47,2023
Symbiosis International University,29.8–33.9,9780,18.6,1268,10.2,1490,73.4,437,37.3,1539,28.7,1322,"16,305",13.0,6%,54 : 46,2023
Taibah University,29.8–33.9,9790,15.2,1675,9.0,1653,55.1,760,37.2,1584,74.7,279,"59,028",21.7,3%,62 : 38,2023
Tanta University,29.8–33.9,9800,19.1,1209,8.4,1737,62.8,611,37.1,1631,42.9,877,"129,209",19.2,1%,54 : 46,2023
"University of Technology, Iraq",29.8–33.9,9810,22.0,955,9.5,1579,60.0,668,39.6,1027,24.6,1493,"10,321",6.9,0%,50 : 50,2023
Universiti Tenaga Nasional (UNITEN),29.8–33.9,9820,20.7,1070,15.0,1026,51.1,834,77.9,135,52.6,615,"4,987",11.4,11%,34 : 66,2023
University of Texas at El Paso,29.8–33.9,9830,26.6,669,31.7,391,32.8,1153,36.9,1794,41.6,919,"17,908",30.2,7%,54 : 46,2023
Texas Tech University,29.8–33.9,9840,29.7,537,19.2,790,42.9,971,37.6,1409,50.5,659,"35,957",19.4,7%,49 : 51,2023
University of Thessaly,29.8–33.9,9850,16.0,1605,14.4,1079,61.3,641,38.7,1168,37.8,1020,"21,962",30.2,2%,52 : 48,2023
Toronto Metropolitan University,29.8–33.9,9860,19.7,1155,30.8,414,36.5,1085,40.5,900,59.0,501,"36,218",42.4,8%,56 : 44,2023
Tribhuvan University,29.8–33.9,9870,12.8,1788,7.9,1779,71.2,471,37.0,1709,45.4,793,"460,632",30.9,0%,50 : 50,2023
University of Urbino Carlo Bo,29.8–33.9,9880,16.2,1588,17.1,888,59.1,685,42.7,711,49.3,686,"15,336",42.1,6%,62 : 38,2023
Vilnius University,29.8–33.9,9890,21.4,1010,18.7,811,47.3,899,45.9,527,55.5,566,"17,012",10.2,9%,69 : 31,2023
VIT University,29.8–33.9,9900,22.9,887,14.6,1063,52.9,796,38.9,1139,31.5,1215,"33,416",17.0,4%,30 : 70,2023
University of Warsaw,29.8–33.9,9910,26.8,663,27.4,493,42.6,973,37.8,1358,43.0,874,"37,090",12.0,10%,63 : 37,2023
Wenzhou Medical University,29.8–33.9,9920,17.7,1403,14.2,1097,67.1,538,38.5,1195,26.5,1403,"19,243",11.2,5%,63 : 37,2023
University of Winchester,29.8–33.9,9930,16.7,1533,15.7,981,61.1,644,37.0,1714,52.8,610,"7,290",16.8,10%,66 : 34,2023
University of Wisconsin-Milwaukee,29.8–33.9,9940,22.9,888,22.2,660,55.8,746,38.0,1309,33.4,1155,"19,218",19.3,5%,56 : 44,2023
Worcester Polytechnic Institute,29.8–33.9,9950,23.6,836,19.3,781,53.8,780,38.5,1196,52.2,622,"5,949",12.7,19%,38 : 62,2023
University of Wyoming,29.8–33.9,9960,27.6,621,14.4,1080,57.2,715,39.9,988,32.3,1182,"10,660",14.7,5%,51 : 49,2023
Yangzhou University,29.8–33.9,9970,23.9,823,18.4,827,51.6,826,71.9,180,38.6,998,"31,066",13.3,11%,58 : 42,2023
Yeungnam University,29.8–33.9,9980,20.2,1117,15.3,1009,54.0,774,42.7,713,43.3,861,"19,345",15.0,4%,50 : 50,2023
Zagazig University,29.8–33.9,9990,13.9,1756,8.3,1752,69.5,497,36.9,1799,43.5,853,"165,556",26.4,2%,52 : 48,2023
Zewail City of Science and Technology,29.8–33.9,10000,23.4,846,16.4,932,56.6,729,41.0,850,31.4,1220,"1,184",11.6,0%,42 : 58,2023
Zhejiang University of Finance and Economics,29.8–33.9,10010,14.0,1751,11.3,1352,64.8,576,38.6,1179,25.2,1457,"17,260",21.3,3%,63 : 37,2023
University of A Coruña,24.4–29.7,10020,19.9,1136,17.2,878,32.6,1155,39.5,1029,34.8,1105,"14,937",12.2,5%,52 : 48,2023
"Adam Mickiewicz University, Poznań",24.4–29.7,10030,19.3,1188,25.3,545,28.3,1243,39.2,1075,34.1,1127,"35,901",23.9,4%,68 : 32,2023
Ain Shams University,24.4–29.7,10040,24.0,810,13.1,1179,47.3,897,38.1,1267,41.2,933,"138,700",12.5,4%,53 : 47,2023
Al-Farabi Kazakh National University,24.4–29.7,10050,27.3,630,10.8,1412,26.2,1279,41.1,829,69.2,352,"24,229",5.7,15%,56 : 44,2023
University of Algarve,24.4–29.7,10060,16.9,1496,17.3,875,40.6,1016,37.6,1382,69.6,347,"8,443",14.0,22%,58 : 42,2023
University of Almería,24.4–29.7,10070,20.0,1125,17.6,856,36.9,1077,39.1,1087,42.3,892,"13,050",17.5,12%,55 : 45,2023
Amity University,24.4–29.7,10080,20.1,1118,12.6,1219,47.9,888,37.8,1339,22.7,1584,"31,383",16.2,6%,52 : 48,2023
University of Anbar,24.4–29.7,10090,16.0,1599,8.6,1698,56.2,734,37.1,1589,29.0,1301,"26,521",15.9,0%,56 : 44,2023
"University of the Andes, Colombia",24.4–29.7,10100,20.3,1097,19.4,768,36.7,1082,44.1,605,53.2,602,"15,312",12.7,1%,45 : 55,2023
Arts et Métiers,24.4–29.7,10110,25.8,699,16.0,951,24.2,1321,60.7,267,63.5,433,"6,230",16.5,14%,18 : 82,2023
Assiut University,24.4–29.7,10120,16.9,1497,9.4,1583,47.1,903,37.0,1641,46.9,751,"84,941",14.9,1%,55 : 45,2023
Atılım University,24.4–29.7,10130,17.0,1480,9.0,1638,52.7,802,37.3,1495,40.7,939,"8,325",11.1,7%,42 : 58,2023
Autonomous University of Sinaloa,24.4–29.7,10140,18.6,1260,7.7,1791,62.7,613,37.0,1646,23.7,1529,"74,001",21.8,0%,56 : 44,2023
Babeş-Bolyai University,24.4–29.7,10150,18.8,1232,16.0,952,37.6,1071,37.5,1417,40.8,937,"39,811",21.0,4%,64 : 36,2023
Bahauddin Zakariya University,24.4–29.7,10160,14.6,1719,11.9,1295,42.3,980,37.1,1592,42.9,875,"29,880",36.7,0%,40 : 60,2023
Bayero University,24.4–29.7,10170,17.0,1481,8.8,1669,41.5,997,37.4,1458,45.5,788,"44,410",25.9,0%,33 : 67,2023
Beijing Jiaotong University,24.4–29.7,10180,25.3,718,28.3,464,22.5,1365,61.9,252,32.3,1177,"29,086",14.7,5%,0,2023
University of Botswana,24.4–29.7,10190,16.5,1552,12.6,1220,40.9,1009,37.0,1654,63.7,428,"13,063",17.6,4%,57 : 43,2023
Bowling Green State University,24.4–29.7,10200,21.5,989,12.7,1207,38.8,1043,37.0,1655,25.8,1432,"15,199",15.7,4%,57 : 43,2023
Instituto Politécnico de Bragança,24.4–29.7,10210,13.5,1769,12.6,1221,43.3,965,40.3,915,67.3,378,"8,845",19.4,32%,54 : 46,2023
University of Burgos,24.4–29.7,10220,20.0,1128,14.4,1071,34.8,1113,38.5,1182,36.2,1060,"7,599",13.5,5%,51 : 49,2023
University of Calcutta,24.4–29.7,10230,39.3,254,14.7,1047,21.4,1392,43.0,669,16.6,1778,"19,119",15.6,0%,51 : 49,2023
Cardiff Metropolitan University,24.4–29.7,10240,17.4,1429,12.5,1228,35.8,1092,37.6,1388,73.0,301,"9,380",18.6,22%,54 : 46,2023
Carlos III University of Madrid,24.4–29.7,10250,26.2,684,18.8,805,25.2,1303,42.0,748,61.8,455,"18,133",11.0,17%,46 : 54,2023
Technical University of Cartagena,24.4–29.7,10260,22.3,924,12.5,1229,34.8,1114,40.1,942,38.9,985,"4,466",10.0,9%,27 : 73,2023
University of Castilla-La Mancha,24.4–29.7,10270,19.6,1159,16.0,953,36.9,1078,38.7,1157,40.1,953,"22,524",12.8,8%,57 : 43,2023
Universidad Católica San Antonio de Murcia (UCAM),24.4–29.7,10280,18.2,1311,14.6,1052,35.0,1109,45.1,557,49.9,671,"10,727",19.5,15%,56 : 44,2023
University of Central Lancashire,24.4–29.7,10290,18.2,1312,13.9,1109,45.5,935,37.3,1499,73.3,293,"19,285",14.4,25%,58 : 42,2023
Chang Gung University,24.4–29.7,10300,21.9,958,27.9,476,30.6,1196,77.3,141,28.3,1333,"7,016",12.1,5%,49 : 51,2023
Charles Sturt University,24.4–29.7,10310,17.8,1372,16.0,954,32.5,1161,37.3,1501,65.0,407,"22,735",20.2,20%,61 : 39,2023
Chiang Mai University,24.4–29.7,10320,25.2,725,17.0,890,30.8,1191,58.2,288,36.4,1057,"34,110",14.0,3%,66 : 34,2023
Chiba University,24.4–29.7,10330,26.5,671,18.3,832,32.8,1151,41.4,805,28.7,1315,"13,640",8.5,5%,38 : 62,2023
University of Chile,24.4–29.7,10340,22.6,905,18.6,813,37.1,1075,41.7,776,51.2,643,"37,286",15.5,5%,50 : 50,2023
"China University of Geosciences, Beijing",24.4–29.7,10350,29.8,530,19.2,783,38.6,1048,50.8,394,20.6,1666,"16,758",16.6,1%,41 : 59,2023
China Pharmaceutical University,24.4–29.7,10360,18.8,1234,15.8,970,41.8,991,57.8,290,18.7,1721,"24,270",22.4,2%,69 : 31,2023
Chonnam National University,24.4–29.7,10370,24.1,807,24.2,583,28.3,1245,43.2,660,27.6,1360,"24,436",19.9,6%,48 : 52,2023
Clarkson University,24.4–29.7,10380,25.8,700,16.5,924,35.3,1105,40.4,904,51.5,635,"4,024",14.9,9%,35 : 65,2023
Comenius University in Bratislava,24.4–29.7,10390,23.8,824,15.5,989,39.7,1032,37.2,1556,53.3,599,"21,788",10.6,14%,64 : 36,2023
Creighton University,24.4–29.7,10400,39.8,241,14.6,1053,29.3,1226,38.2,1237,26.7,1395,"9,641",14.9,4%,60 : 40,2023
Czech University of Life Sciences Prague (CZU),24.4–29.7,10410,17.4,1430,13.6,1129,42.1,986,52.0,371,71.2,330,"18,057",17.6,22%,54 : 46,2023
University of Debrecen,24.4–29.7,10420,34.7,358,14.3,1083,29.8,1218,41.9,757,60.1,477,"29,045",17.7,22%,55 : 45,2023
University of Delhi,24.4–29.7,10430,40.9,213,24.2,584,26.2,1280,37.0,1659,18.6,1725,"27,471",25.6,1%,48 : 52,2023
Don State Technical University,24.4–29.7,10440,17.0,1484,8.8,1670,61.5,631,38.2,1238,27.1,1381,"26,241",12.8,12%,0,2023
Dr B.R. Ambedkar National Institute of Technology Jalandhar,24.4–29.7,10450,21.5,992,13.1,1180,45.8,930,37.6,1391,14.9,1797,"5,016",23.7,0%,23 : 77,2023
East China University of Science and Technology,24.4–29.7,10460,24.2,797,22.4,647,41.9,989,61.7,255,20.1,1683,"28,718",16.9,2%,44 : 56,2023
University of East London,24.4–29.7,10470,20.8,1050,15.0,1019,34.4,1121,37.1,1601,81.8,198,"12,180",21.9,44%,58 : 42,2023
École Centrale de Lyon,24.4–29.7,10480,29.7,532,22.3,649,20.8,1405,50.3,404,73.1,297,"2,108",14.3,26%,24 : 76,2023
University of Engineering & Technology (UET) Lahore,24.4–29.7,10490,16.4,1562,9.9,1529,41.5,998,37.3,1503,46.6,758,"13,163",13.9,3%,23 : 77,2023
Universidade Estadual Paulista (Unesp),24.4–29.7,10500,33.6,391,28.8,453,16.3,1520,41.6,786,30.3,1260,"42,008",15.6,3%,51 : 49,2023
European University of Madrid,24.4–29.7,10510,18.3,1300,9.8,1542,51.6,824,37.1,1603,60.2,475,"10,684",10.7,32%,49 : 51,2023
University of Extremadura,24.4–29.7,10520,19.9,1138,11.1,1370,49.2,865,39.0,1107,33.2,1158,"20,509",11.2,2%,56 : 44,2023
Federal University of Rio de Janeiro,24.4–29.7,10530,38.7,265,25.3,547,21.3,1395,66.5,217,30.3,1261,"45,747",11.4,1%,55 : 45,2023
Universidade Federal de Santa Catarina,24.4–29.7,10540,30.2,515,19.2,784,35.9,1090,54.4,332,30.1,1266,"38,751",16.1,2%,49 : 51,2023
Federal University of Technology Akure,24.4–29.7,10550,20.9,1043,10.2,1486,47.0,908,37.2,1563,34.9,1101,"19,593",21.1,0%,28 : 72,2023
Ferdowsi University of Mashhad,24.4–29.7,10560,27.1,644,25.7,533,25.3,1301,65.7,223,31.3,1221,"25,269",30.9,9%,54 : 46,2023
Florida Institute of Technology,24.4–29.7,10570,29.2,556,17.4,868,25.6,1292,39.4,1046,66.7,384,"5,091",14.9,25%,35 : 65,2023
University of Fortaleza (UNIFOR),24.4–29.7,10580,16.4,1564,8.6,1703,57.6,707,37.7,1365,35.3,1082,"21,115",18.5,0%,51 : 49,2023
Fu Jen Catholic University,24.4–29.7,10590,24.0,811,26.5,513,19.4,1428,78.9,123,28.7,1317,"18,619",29.0,5%,58 : 42,2023
Fujian Agriculture and Forestry University,24.4–29.7,10600,15.5,1645,11.8,1302,47.4,894,42.4,728,26.2,1413,"29,188",16.9,1%,54 : 46,2023
University of Ghana,24.4–29.7,10610,16.3,1577,17.0,893,32.1,1169,48.5,442,49.0,696,"54,256",32.4,1%,48 : 52,2023
Guangxi University,24.4–29.7,10620,16.7,1524,13.2,1172,50.7,841,45.0,564,22.0,1609,"39,172",19.8,2%,46 : 54,2023
University of Gujrat,24.4–29.7,10630,14.6,1720,10.5,1451,58.5,694,36.9,1750,40.4,947,"11,975",23.5,0%,58 : 42,2023
Guru Jambheshwar University of Science and Technology,24.4–29.7,10640,23.0,874,8.9,1659,48.8,871,36.9,1751,15.8,1793,"6,420",19.3,0%,44 : 56,2023
Hakim Sabzevari University,24.4–29.7,10650,16.2,1583,9.9,1531,56.8,724,37.0,1672,33.5,1149,"7,940",19.8,4%,53 : 47,2023
Hamamatsu University School of Medicine,24.4–29.7,10660,28.6,578,18.3,833,30.2,1210,41.4,807,21.0,1652,"1,204",4.6,2%,49 : 51,2023
Huaqiao University,24.4–29.7,10670,15.3,1663,12.0,1285,40.2,1025,38.8,1148,59.5,492,"31,351",17.2,18%,53 : 47,2023
Hyogo College of Medicine,24.4–29.7,10680,30.5,501,12.0,1286,35.5,1102,40.7,873,16.2,1783,937,2.2,0%,30 : 70,2023
Ibn Tofaïl University,24.4–29.7,10690,18.8,1239,10.9,1405,41.9,990,38.9,1131,25.4,1448,"51,802",71.9,3%,49 : 51,2023
Ilia State University,24.4–29.7,10700,17.1,1469,8.6,1705,40.2,1026,37.1,1609,49.7,677,"16,196",10.2,3%,63 : 37,2023
Ilmenau University of Technology,24.4–29.7,10710,27.4,627,16.8,907,23.2,1347,51.7,376,64.1,422,"5,425",17.4,30%,28 : 72,2023
IMT Nord Europe,24.4–29.7,10720,29.0,564,26.5,514,17.1,1495,73.6,166,74.2,285,"1,484",16.1,21%,23 : 77,2023
"Indian Institute of Science Education and Research, Pune",24.4–29.7,10730,36.0,323,16.2,942,27.4,1263,38.2,1244,25.4,1449,"1,512",10.4,0%,31 : 69,2023
Indian Institute of Science Education and Research Kolkata,24.4–29.7,10740,29.1,562,16.5,925,31.7,1174,39.7,1007,19.6,1699,"1,563",12.3,0%,28 : 72,2023
Indian Institute of Technology Bhubaneswar,24.4–29.7,10750,23.8,825,13.7,1122,45.5,936,38.1,1274,18.1,1743,"2,102",14.7,0%,16 : 84,2023
Indian Institute of Technology Guwahati,24.4–29.7,10760,30.2,516,22.3,650,33.8,1137,41.0,843,21.0,1653,"6,353",13.8,1%,22 : 78,2023
Indian Institute of Technology (Indian School of Mines) Dhanbad,24.4–29.7,10770,24.0,813,21.9,668,38.2,1064,40.6,880,15.9,1790,"7,002",20.7,1%,16 : 84,2023
Indian Institute of Technology Mandi,24.4–29.7,10780,27.6,616,11.7,1311,38.1,1065,37.9,1319,21.9,1612,"1,587",11.6,1%,26 : 74,2023
University of Indonesia,24.4–29.7,10790,40.1,230,19.9,746,16.0,1532,77.7,137,54.8,579,"41,123",8.6,14%,68 : 32,2023
Inha University,24.4–29.7,10800,27.4,628,22.3,651,27.7,1256,70.1,193,35.8,1072,"17,103",21.0,8%,42 : 58,2023
Isfahan University of Medical Sciences,24.4–29.7,10810,42.6,191,13.0,1190,32.4,1163,37.1,1611,20.4,1674,"10,102",10.2,2%,63 : 37,2023
Isfahan University of Technology,24.4–29.7,10820,21.2,1022,22.8,631,40.3,1023,71.2,186,27.8,1351,"11,323",23.5,1%,40 : 60,2023
Istanbul University,24.4–29.7,10830,22.1,942,20.8,712,32.4,1164,48.3,450,31.5,1211,"59,250",25.1,8%,53 : 47,2023
Istanbul University-Cerrahpaşa,24.4–29.7,10840,17.1,1471,12.1,1278,52.6,804,45.3,551,21.3,1640,"25,638",21.7,3%,36 : 64,2023
Jadavpur University,24.4–29.7,10850,35.0,341,16.9,902,28.9,1234,41.9,760,16.8,1774,"14,217",21.7,0%,30 : 70,2023
Jaume I University,24.4–29.7,10860,19.2,1196,20.0,744,44.9,943,39.4,1049,44.8,804,"11,495",14.6,10%,58 : 42,2023
University of Jeddah,24.4–29.7,10870,16.5,1556,8.8,1676,48.6,879,37.9,1321,71.4,328,"26,236",13.9,2%,67 : 33,2023
Jeonbuk National University,24.4–29.7,10880,24.7,767,23.7,600,27.7,1257,46.2,513,30.8,1240,"20,453",19.9,7%,46 : 54,2023
Jiangnan University,24.4–29.7,10890,20.4,1088,19.5,763,37.7,1070,59.5,275,20.4,1675,"29,614",13.1,1%,0,2023
Jiangsu Normal University,24.4–29.7,10900,15.5,1648,11.2,1356,53.8,777,39.3,1062,24.1,1514,"23,978",14.3,2%,0,2023
Jiangxi University of Finance and Economics,24.4–29.7,10910,17.4,1434,9.1,1631,61.4,637,39.3,1063,30.2,1264,"24,395",18.5,2%,55 : 45,2023
The Jikei University School of Medicine,24.4–29.7,10920,28.5,582,9.2,1616,52.5,805,40.0,965,17.4,1762,"1,093",0.9,0%,44 : 56,2023
Kanazawa University,24.4–29.7,10930,27.2,643,17.0,895,25.8,1287,44.3,597,29.8,1277,"9,886",9.4,7%,39 : 61,2023
Kaohsiung Medical University,24.4–29.7,10940,22.5,912,24.2,586,25.8,1288,54.2,336,27.7,1359,"6,490",11.8,6%,59 : 41,2023
Kharkiv National University of Radio Electronics,24.4–29.7,10950,19.1,1204,9.4,1593,55.9,744,37.5,1431,29.7,1279,"7,704",9.9,10%,26 : 74,2023
K.N. Toosi University of Technology,24.4–29.7,10960,23.3,850,21.8,673,38.7,1046,42.9,690,30.3,1262,"8,403",26.6,2%,34 : 66,2023
Kumamoto University,24.4–29.7,10970,24.6,778,18.9,802,30.4,1201,48.2,453,32.0,1191,"9,536",10.0,6%,38 : 62,2023
Kwame Nkrumah University of Science and Technology,24.4–29.7,10980,13.1,1781,14.2,1092,39.5,1036,43.4,651,47.2,741,"87,443",78.1,1%,43 : 57,2023
Kyoto Prefectural University of Medicine,24.4–29.7,10990,30.1,524,15.9,963,41.1,1004,45.4,547,17.7,1754,"1,371",3.4,1%,46 : 54,2023
University of Las Palmas de Gran Canaria,24.4–29.7,11000,16.5,1557,15.0,1021,44.6,948,36.9,1763,41.5,922,"15,612",16.9,8%,58 : 42,2023
Lebanese University,24.4–29.7,11010,36.5,310,20.1,739,17.3,1485,37.0,1679,78.6,236,"46,256",14.8,16%,70 : 30,2023
University of Leoben,24.4–29.7,11020,29.5,543,13.0,1191,25.5,1296,53.6,343,79.2,228,"2,604",4.6,17%,24 : 76,2023
University of León,24.4–29.7,11030,17.8,1376,13.6,1133,46.3,916,38.6,1174,34.1,1129,"14,828",15.3,5%,56 : 44,2023
Lorestan University,24.4–29.7,11040,24.3,795,11.1,1373,50.0,853,37.1,1615,21.8,1617,"9,059",23.6,1%,57 : 43,2023
Lusophone University of Humanities and Technologies,24.4–29.7,11050,18.4,1291,11.4,1332,36.0,1088,38.7,1160,67.4,377,"7,544",10.7,22%,53 : 47,2023
Universiti Malaysia Perlis,24.4–29.7,11060,17.9,1364,13.6,1134,40.7,1012,37.2,1570,29.6,1283,"10,937",13.6,5%,45 : 55,2023
University of Manouba,24.4–29.7,11070,19.2,1198,8.3,1745,52.7,803,36.9,1764,44.6,814,"16,315",12.1,1%,59 : 41,2023
University of Maragheh,24.4–29.7,11080,15.1,1681,12.4,1248,55.7,749,36.9,1766,27.4,1372,"3,146",19.9,0%,56 : 44,2023
University of Marrakech Cadi Ayyad,24.4–29.7,11090,26.8,658,10.5,1452,32.7,1154,38.7,1162,37.7,1022,"110,826",44.8,1%,50 : 50,2023
University of Mauritius,24.4–29.7,11100,16.4,1566,10.0,1517,49.1,867,38.1,1280,41.9,904,"8,710",21.5,1%,55 : 45,2023
University of Mazandaran,24.4–29.7,11110,25.2,730,15.0,1022,38.1,1066,38.1,1281,27.0,1388,"13,320",33.1,6%,62 : 38,2023
Medical University of Bialystok,24.4–29.7,11120,37.1,298,10.5,1453,30.9,1189,39.5,1034,28.0,1346,"5,494",12.7,8%,76 : 24,2023
Menoufia University,24.4–29.7,11130,14.5,1724,8.2,1759,61.4,638,38.2,1251,41.7,910,"100,182",34.3,0%,43 : 57,2023
Miguel Hernández University of Elche,24.4–29.7,11140,17.5,1424,16.1,948,40.5,1019,40.0,968,38.6,996,"12,276",17.0,7%,48 : 52,2023
Morgan State University,24.4–29.7,11150,22.0,951,10.4,1464,36.7,1083,37.2,1575,48.7,701,"6,129",11.7,8%,59 : 41,2023
University of Murcia,24.4–29.7,11160,20.1,1120,19.1,793,34.0,1132,39.2,1081,39.8,964,"26,351",16.0,8%,59 : 41,2023
Nanjing University of Aeronautics and Astronautics,24.4–29.7,11170,22.0,952,26.1,519,23.1,1351,69.5,197,20.8,1662,"32,300",15.6,3%,30 : 70,2023
Nanjing Medical University,24.4–29.7,11180,29.2,558,19.7,755,37.2,1074,39.0,1111,20.7,1665,"20,660",8.6,4%,0,2023
National Autonomous University of Mexico,24.4–29.7,11190,29.9,528,29.5,440,21.3,1397,54.3,334,47.8,724,"172,729",17.4,4%,52 : 48,2023
National Central University,24.4–29.7,11200,25.0,745,22.6,643,17.4,1482,73.6,167,43.7,841,"10,853",9.7,9%,36 : 64,2023
National University of Colombia,24.4–29.7,11210,20.3,1104,13.1,1183,41.2,1003,37.3,1520,38.4,1002,"42,188",15.8,1%,39 : 61,2023
National Taipei University of Technology,24.4–29.7,11220,22.7,898,23.1,622,24.6,1316,96.5,32,39.7,966,"9,873",15.7,11%,28 : 72,2023
National Taiwan Ocean University,24.4–29.7,11230,18.7,1250,25.6,536,24.1,1325,74.9,157,31.3,1224,"8,905",21.0,6%,33 : 67,2023
National Institute of Technology Rourkela,24.4–29.7,11240,22.2,934,17.2,881,45.6,933,39.0,1112,18.6,1726,"7,583",20.6,4%,23 : 77,2023
Necmettin Erbakan University,24.4–29.7,11250,33.7,387,12.7,1211,26.9,1269,39.6,1024,31.5,1213,"18,420",13.4,13%,51 : 49,2023
Niigata University,24.4–29.7,11260,25.3,722,13.5,1144,48.8,873,42.1,743,25.3,1452,"12,037",7.6,3%,38 : 62,2023
Northwest University,24.4–29.7,11270,21.5,1002,14.5,1068,40.1,1027,41.5,799,21.4,1637,"26,073",14.0,1%,53 : 47,2023
Oakland University,24.4–29.7,11280,29.0,566,15.7,979,31.3,1183,37.1,1618,33.6,1146,"15,413",17.8,4%,58 : 42,2023
Óbuda University,24.4–29.7,11290,15.0,1692,14.6,1058,45.5,937,38.8,1151,42.1,900,"11,804",38.4,6%,21 : 79,2023
Okayama University,24.4–29.7,11300,27.6,619,20.3,731,22.4,1371,57.6,293,33.6,1147,"13,012",10.4,10%,40 : 60,2023
University of Oviedo,24.4–29.7,11310,22.0,953,20.1,741,38.4,1058,40.4,912,32.8,1170,"18,599",11.6,2%,53 : 47,2023
Palacký University Olomouc,24.4–29.7,11320,19.6,1165,19.9,749,40.0,1029,37.8,1351,59.3,496,"18,673",14.5,13%,69 : 31,2023
University of Patras,24.4–29.7,11330,16.9,1500,16.6,921,43.7,959,40.9,856,38.1,1012,"29,393",25.6,6%,51 : 49,2023
Pavol Jozef Šafárik University in Košice,24.4–29.7,11340,39.7,245,10.1,1501,14.4,1579,37.0,1693,64.8,410,"6,867",10.0,23%,67 : 33,2023
University of Pécs,24.4–29.7,11350,38.3,278,13.0,1195,27.2,1267,38.7,1165,56.3,547,"17,711",12.6,23%,57 : 43,2023
PMAS Arid Agriculture University Rawalpindi,24.4–29.7,11360,26.4,679,11.2,1360,35.5,1103,36.9,1779,43.1,868,"11,456",44.8,0%,37 : 63,2023
